无锡市安民康复医院	无锡安民康复医院
慈溪市人民医院温州医学院附属医院慈溪人民医院	慈溪市人民医院温州医学院附属医院慈溪人民医院
慈溪市第六人民医院慈溪市红十字医院	慈溪市红十字医院
慈溪慈林医院	
慈溪市龙山医院	
宁波雅戈尔医院(民营)	
宁波市百丈医院宁波市百丈骨伤医院	
宁波广仁医院(民营)	
宁波天一医院(民营)	
宁波友好医院(民营)	
宁波同仁医院(民营)	
浙江大学明州医院(原:宁波明州医院)(民营)	宁波明州医院(民营)
宁波东方肝病专科医院(民营)	
宁波市海曙区妇幼保健院	
宁波市眼科医院(原:宁波市江东眼科医院)	
宁波市医疗中心李惠利医院	宁波市医疗中心李惠利医院
中国人民解放军第一一三医院	
宁波市导医中心	
宁波市江北区孔浦街道社区卫生服务中心宁波健美皮肤病医院	
中国人民解放军92919部队医院	
宁波市江北区祥星医院	
宁波聋儿康复中心	
宁波市社会福利中心医院	
宁波市第九医院宁波市江北区中马(文教)街道社区卫生服务中心(原:宁波市江北区人民医院)	宁波市第九医院宁波市江北区中马(文教)街道社区卫生服务中心 (原:宁波市江北区人民医院)
宁波市保黎医院宁波市第四医院	象山县第一人民医院宁波市第四医院
宁波市江北区妇幼保健院宁波市江北区白沙医院	
宁波光明眼科医院(民营)	
宁波市江北区慈城镇社区卫生服务中心	
宁波市江北区洪塘街道社区卫生服务中心	
宁波市江北区庄桥街道社区卫生服务中心	
宁波市江北区妇幼保健院	
宁波市海曙区肿瘤医院	
宁波市海曙区中医乳腺病专科医院	
宁波市海曙区灵塔医院	
宁波市鼓楼医院	
宁波市海曙区中医院	
宁波市海曙区口腔医院	
宁波市海曙区老年病医院	
宁波市海曙区南门医院宁波金珊莲骨科医院	
宁波市华慈医院	
宁波市海曙区南苑医院	
宁波市海曙区马园医院宁波市爱神医疗保健中心	
宁波市口腔医院	
宁波市精神病院	
宁波市妇女儿童医院宁波市妇幼保健院宁波市红十字医院	宁波市妇女儿童医院宁波市妇幼保健院宁波市红十字医院
浙江中医药大学附属宁波中医院宁波市中医院	
宁波市第一医院	宁波市第一医院
宁波大学医学院附属医院宁波市第三医院	
宁波市第二医院(原:宁波华美医院)	宁波市第二医院(原:宁波华美医院)
宁波市康宁医院宁波市精神卫生中心	宁波市康宁医院宁波市精神卫生中心
宁波市传染病医院宁波市肝病医院	
宁波市海曙区西门医院	
宁波市海曙区第三医院	
象山县红十字台胞医院象山县第二人民医院	象山县红十字台胞医院象山县第二人民医院
象山县中医院	象山县中医院
象山县第三人民医院象山县爱心医院	
象山县妇幼保健院	
象山县第一人民医院宁波市第四医院	象山县第一人民医院宁波市第四医院
象山县第三人民医院	
宁波市鄞州区横溪镇口腔医院	
宁波市鄞州区曙光医院	
宁波市鄞州区白鹤医院〓宁波健民肛肠医院	
宁波市鄞州区骨伤科医院	
宁波市鄞州区口腔医院	
宁波市鄞州第二医院〓宁波市泌尿肾病医院	宁波市鄞州第二医院宁波市泌尿肾病医院
宁波市鄞州人民医院	
宁波市鄞州区钱湖医院	
宁波市鄞州第三医院(原:宁波市鄞州区集士港中心卫生院)	
宁波市鄞州区妇幼保健所	
宁波市鄞州区吴剑鸣医院	
宁波市鄞州区樟村医院	
宁波市鄞州区第三医院	
宁波市鄞州区妇幼保健院(堇山院区)	
宁波第五医院宁波肿瘤医院	宁波第五医院宁波肿瘤医院
宁波市第七医院宁波市镇海区人民医院	
宁波市镇海区第二医院(原:宁波三健医院)	
宁波市第六医院	
宁波市镇海龙赛医院	
宁波市镇海区中医院	
宁波市镇海区妇幼保健院	
宁波市镇海炼化总厂职工医院	
安庆协和医院(民营)	
安徽垦区皖河农场医院	
安庆市石化医院	安庆市石化医院
安庆市第二人民医院〓安庆市肿瘤医院	
安庆市中医院〓安庆医药高等专科学校附属医院	
安庆市第三人民医院〓安庆市红十字医院	
安庆市纺织医院	
安庆市大观区中西医结合医院	
安庆市大观区人民医院	
太湖县人民医院	
太湖县中医院	太湖县中医院
太湖县妇幼保健所	
安庆现代妇科医院(民营)	
安庆市立医院北院区〓安庆市传染病医院	
安庆市第八人民医院〓安庆市宜秀区人民医院	
安庆市第四人民医院	
安庆市宜秀区第二人民医院	
宿松县华阳河农场医院	
宿松县九城畈农场医院	
宿松县血吸虫病防治站	
宿松县中医院	
宿松县人民医院	
宿松县妇幼保健所	
岳西县人民医院	
岳西县中医院	岳西县中医院
岳西县妇幼保健院	
岳西县第二人民医院	
岳西县医院	
岳西华之康精神病医院	
岳西博爱医院	
怀宁第三中医骨伤医院(民营)	
怀宁县中西医结合医院	
怀宁县血吸虫防治站	
怀宁华春医院(民营)	
怀宁县人民医院	
怀宁县中医院〓怀宁县中医骨伤医院	
怀宁县妇幼保健所	
怀宁县第五人民医院	
怀宁县第二人民医院	
怀宁县第四人民医院	
怀宁县第三人民医院	
怀宁独秀医院	
怀宁惠仁医院	
怀宁惠康医院	
怀宁县华春医院	
怀宁县中医骨伤医院	
望江县血防站	
望江县城关医院	
望江县中医头针医院〓望江县中医院	
望江县医院	
望江县妇幼保健所	
安徽省荣军康复医院	
桐城市城关医院	
桐城市华鑫骨科医院(民营)	
桐城市血防站	
桐城市妇幼保健院	
桐城市人民医院	桐城市人民医院
桐城市中医院	
桐城市第三人民医院	
桐城市第二人民医院	
潜山县红十字会医院	
潜山县医院	
潜山县中医院	
潜山县妇幼保健院	
安庆市血吸虫病防治所	
安庆市大观区妇幼保健站	
安庆同济医院(民营)	
安庆市第六人民医院〓安庆市精神病医院	
中国人民解放军海军安庆医院〓中国人民解放军第一一六医院	中国人民解放军海军安庆医院中国人民解放军第116医院
安庆港口医院	
安庆市立医院〓安徽医科大学附属安庆医院	安庆市立医院
安庆市第一人民医院	安庆市第一人民医院
安庆市妇幼保健所	
安庆市宜秀区妇幼保健所	
安庆市运输公司工人医院	
安康市中心医院第三医院	
安康市安康骨伤医院(民营)	
安康市安宁医院(民营)	
安康市安康康乐医院(民营)	
安康市精神康复专科医院(民营)	
安康市汉滨区第二医院	
安康市第二人民医院	
安康市水电三局职工医院	
安康市人民医院(原:安康铁路中心医院)	安康市人民医院(原:安康铁路中心医院)
安康市第一人民医院〓安康市汉滨区第一医院	
安康市妇幼保健院	安康市妇幼保健院
安康卫校附属医院	
安康市汉滨区第三医院	安康市汉滨区第三医院
安康市汉滨区中医院	
安康市汉滨区妇幼保健院	
安康市中医院〓广州中医药大学安康附属医院	安康市中医医院陕西中医药大学安康附属医院
安康市中心医院	安康市中心医院
红十字会博爱医院	
残联博爱医院	
北街社区医院	
九龙医院	
喜河镇藕阳社区医院	
内黄东方医院(民营)	
内黄心脑血管病医院(民营)	
内黄监狱医院	
内黄益民普外医院(民营)	
内黄县中医院	
内黄县人民医院	内黄县人民医院
内黄县第二人民医院(原:内黄县公费医疗医院)	
内黄县妇幼保健院	内黄县妇幼保健院
安阳三叉神经痛专科医院(民营)	
安阳市结核病防治所	
安阳同济男科医院(民营)	
中国人民解放军七一三五二部队医院	
安阳市脉管炎医院〓安阳市中西医结合医院	
安阳市第三人民医院〓安阳市心血管病医院	安阳市第三人民医院安阳市心血管病医院
安阳市郊区第二人民医院	
安阳县中医院	
安阳县第三民医院〓安阳县骨科医院	
安阳县总医院(原:安阳县第一人民医院)	
安阳县第二人民医院〓安阳县中心中医院	
安阳市由安糖尿病专科医院(民营)	
安阳市洹北糖尿病医院(民营)	
安阳市齐氏整形中心(民营)	
安阳康宁精神卫生专科医院(民营)	
安阳市按摩医院	
安阳市眼科医院〓安阳市视光学中心	
安阳市天顺中医肛肠专科医院(民营)	
安阳市郊区骨科医院(民营)	
安阳市妇幼保健院〓安阳市儿童医院	
安阳市灯塔医院	
安阳市第二人民医院〓安阳市残疾人康复教育中心	
安阳市第六人民医院〓安阳市口腔医院	安阳市第六人民医院安阳市口腔医院
安阳地区医院	
安阳市肿瘤医院〓河南科技大学第四附属医院	安阳市肿瘤医院
安阳市中医院	
安阳市人民医院〓安阳市中心医院	安阳市人民医院安阳市中心医院
安阳市糖尿病医院	
安阳县妇幼保健院	
安阳市交通医院	
林州市光明眼科医院(民营)	
林州市大众职工医院〓林州市脑血管病医院	
林州市博爱康复医院(民营)	
林州市第三人民医院	
林州市洹北医院(民营)	
林州市食管癌医院	
林州市骨科医院	
林州市肿瘤研究所〓林州市肿瘤医院	
林州市中医院	
林州市妇幼保健院	
林州市人民医院	林州市人民医院
林州市第二人民医院	林州市第二人民医院
林州市第五人民医院	林州市第五人民医院
林州市眼科医院	
安阳郭流寺医院	
安阳钢铁集团有限责任公司职工总医院	安阳钢铁集团有限责任公司职工总医院
汤阴县中西医结合医院	汤阴县中西医结合医院
汤阴县玉峰肛肠病医院(民营)	
汤阴县康复医院	
汤阴县卫生学校附属医院	
汤阴县肿瘤医院	
汤阴县刘云峰肛肠病医院(民营)	
汤阴县人民医院	汤阴县人民医院
汤阴县妇幼保健院	
汤阴县第二人民医院	
滑县骨科医院(民营)	滑县骨科医院(民营)
滑县荣康医院(民营)	
滑县东方正骨医院(民营)	
滑县肿瘤医院	
滑县公费医疗医院	
滑县中医院	滑县中医院
滑县人民医院	滑县人民医院
滑县妇幼保健院	
滑县第三人民医院	
滑县第二人民医院	
安阳市东风医院(民营)	
安阳协和医院(民营)	
安阳市精神卫生医院〓安阳市铁路医院	
安阳一五一医院(民营)	
河南科技大学第六附属医院〓安阳市第五人民医院〓安阳市传染病医院	
安阳市新兴医院	
关岭布依族苗族自治县妇幼保健站	
关岭布依族苗族自治县人民医院	
安顺市平坝区人民医院	
安顺市平坝区中医院	
安顺市平坝区妇幼保健院	
贵航平坝医院	
贵航平坝医院黎阳分院	
贵行平坝医院红湖分院	
中航工业贵航集团三0三医院	
平坝县妇幼保健院	
平坝县人民医院	
平坝县中医院	
普定县精神病院	
普定县妇幼保健站	
普定县人民医院	普定县人民医院
普定县中医院	普定县中医院
紫云县妇幼保健所	
紫云苗族布依族自治县人民医院	
紫云自治县妇幼保健计划生育服务中心（紫云自治县妇幼保健院）	
贵州安大航空锻造有限责任公司职工医院	
安顺市康复中心医院	
安顺交通医院	
贵航集团安吉厂安吉医院	
贵航集团新安公司职工医院	
安顺市西秀区博爱医院	
贵航集团风雷军械厂职工医院	
贵航集团云马飞机制造厂职工医院	
安顺市妇幼保健院	
安顺市第一中医院	
贵州省七十三医院	
安顺市中西医结合医院	
安顺市西秀区第一人民医院〓安顺市西秀区中医院	
安顺市西秀区第二人民医院	
安顺市第二中医院	
